 
 -------------- celery@golubev-BMH-WCX9 v5.6.3 (recovery)
--- ***** ----- 
-- ******* ---- Linux-6.8.0-110-generic-x86_64-with-glibc2.39 2026-04-26 06:30:29
- *** --- * --- 
- ** ---------- [config]
- ** ---------- .> app:         __main__:0x730365c29a90
- ** ---------- .> transport:   amqp://celery_demo:**@localhost:5672//
- ** ---------- .> results:     disabled://
- *** --- * --- .> concurrency: {min=1, max=2} (prefork)
-- ******* ---- .> task events: OFF (enable -E to monitor tasks in this worker)
--- ***** ----- 
 -------------- [queues]
                .> celery           exchange=celery(direct) key=celery
                

[tasks]
  . cpu_intensive
  . memory_intensive

[2026-04-26 06:30:29,044: INFO/MainProcess] Connected to amqp://celery_demo:**@127.0.0.1:5672//
[2026-04-26 06:30:29,047: INFO/MainProcess] mingle: searching for neighbors
[2026-04-26 06:30:30,062: INFO/MainProcess] mingle: all alone
[2026-04-26 06:30:30,079: INFO/MainProcess] celery@golubev-BMH-WCX9 ready.
[2026-04-26 06:30:30,079: INFO/MainProcess] Task cpu_intensive[f642bf7c-40b0-4adc-8b8b-12c8451642de] received
[2026-04-26 06:30:30,080: INFO/MainProcess] Task cpu_intensive[3fa83762-0fd3-4032-ae43-e59c28c4c317] received
[2026-04-26 06:30:30,080: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 06:30:31,790: INFO/ForkPoolWorker-2] Task cpu_intensive[3fa83762-0fd3-4032-ae43-e59c28c4c317] succeeded in 1.5849075379992428s: 333333283333335000000
[2026-04-26 06:30:31,801: INFO/ForkPoolWorker-1] Task cpu_intensive[f642bf7c-40b0-4adc-8b8b-12c8451642de] succeeded in 1.596067883001524s: 333333283333335000000
[2026-04-26 06:30:39,952: INFO/MainProcess] Task memory_intensive[c062f75d-9b8b-46ad-8384-7085d3af8024] received
[2026-04-26 06:30:39,953: INFO/MainProcess] Task cpu_intensive[2317491c-cf56-4de5-8bcf-4b0d7a0213a6] received
[2026-04-26 06:30:41,561: INFO/ForkPoolWorker-2] Task cpu_intensive[2317491c-cf56-4de5-8bcf-4b0d7a0213a6] succeeded in 1.6079994499996246s: 333333283333335000000
